URL_Scrapped,Website_Address,Street_Number,Street_Name,Zipcode,State,City,County,Timestamp,Latitude,Longitude,Beds,Bath,Price,Available,Note
https://www.petekey.com/vacation-rentals/results/,near Downtown Asheville,,,,,,,2024-10-24 16:20:09,,,,,$68/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,,,,,,,,2024-10-24 16:20:09,,,,,$119/night,,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,near Brevard,,,,,,,2024-10-24 16:20:09,,,,,$76/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,near Asheville,,,,,,,2024-10-24 16:20:09,,,,,$81/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,near Brevard College,,,,,,,2024-10-24 16:20:09,,,,,$53/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,,,,,,,,2024-10-24 16:20:09,,,,,$65/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,near Downtown Old Fort,,,,,,,2024-10-24 16:20:09,,,,,$97/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,near Brevard,,,,,,,2024-10-24 16:20:09,,,,,$60/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,,,,,,,,2024-10-24 16:20:09,,,,,$59/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,in Gateway Nature Preserve,,,,,,,2024-10-24 16:20:09,,,,,$85/night,AVAILABLE NOW,Data processed successfully
https://www.petekey.com/vacation-rentals/results/,near DT Brevard,,,,,,,2024-10-24 16:20:09,,,,,$42/night,AVAILABLE NOW,Data processed successfully
http://www.randppropertymgrs.com/,,,,,,,,2024-10-24 16:20:01,,,,,,,Room link retrieval failed
http://www.pulliamproperties.com/,,,,,,,,2024-10-24 16:19:34,,,,,,,Room link retrieval failed
https://www.leslieandassoc.com/houses/all-areas/two-bedrooms,62 Morris Street,,,,,,,2024-10-24 16:19:26,,,,,"$1,795.00",,Data processed successfully
https://www.leslieandassoc.com/houses/all-areas/two-bedrooms,4 Pearson Avenue,,,,,,,2024-10-24 16:19:26,,,,,"$1,595.00",,Data processed successfully
https://www.leslieandassoc.com/houses/all-areas/two-bedrooms,55 Maple Cresent,,,,,,,2024-10-24 16:19:26,,,,,"$1,995.00",,Data processed successfully
http://metropropertyasheville.com/Resident/public/rentals,,,,,,,,2024-10-24 16:18:43,,,,,,,Room details retrieval failed
http://www.partnershippm.com/,,,,,,,,2024-10-24 16:18:36,,,,,,,Room link retrieval failed
https://www.cottonwoodpropertiesnc.com/rentals/,"506 E Marion Street, Shelby",,,,,,,2024-10-24 16:17:56,,,,,"$1,300",,Data processed successfully
https://www.cottonwoodpropertiesnc.com/rentals/,"2133 N Center Street, Hickory",,,,,,,2024-10-24 16:17:56,,,,,"$2,500",,Data processed successfully
https://www.cottonwoodpropertiesnc.com/rentals/,"128 Bingham Road Suite 1120, Asheville",,,,,,,2024-10-24 16:17:56,,,,,$478,,Data processed successfully
https://www.cottonwoodpropertiesnc.com/rentals/,"128 Bingham Road Suite 1125, Asheville",,,,,,,2024-10-24 16:17:56,,,,,"$1,940",,Data processed successfully
https://kropfrealestatemanagement.com/,,,,,,,,2024-10-24 16:17:39,,,,,,,Room link retrieval failed
http://www.foleyrealtync.com/,,,,,,,,2024-10-24 16:17:22,,,,,,,Room link retrieval failed
https://www.ellingtonrealtygroup.com/,,,,,,,,2024-10-24 16:17:17,,,,,,,Room link retrieval failed
https://www.cpmasheville.com/,,,,,,,,2024-10-24 16:16:50,,,,,,,Room link retrieval failed
https://www.cbkrentals.com/apartments,,,,,,,,2024-10-24 16:16:50,,,,,,,Room details retrieval failed
https://www.blackbearwnc.com/long-term-rentals,"4 Wilshire Drive, Asheville, NC 28806",,,,,,,2024-10-24 16:16:38,,,,,"$1,895",Available 10/26/2024,Data processed successfully
https://www.blackbearwnc.com/long-term-rentals,"106 Buchanan Ave, Asheville, NC 28801",,,,,,,2024-10-24 16:16:38,,,,,"$2,500",Available NOW,Data processed successfully
https://www.blackbearwnc.com/long-term-rentals,"18 Digges Rd., Asheville, NC 28805",,,,,,,2024-10-24 16:16:38,,,,,"$5,500",Available NOW,Data processed successfully
https://www.blackbearwnc.com/long-term-rentals,"537 Big Sur Loop, Asheville, NC 28806",,,,,,,2024-10-24 16:16:38,,,,,"$2,500",Available NOW,Data processed successfully
https://www.blackbearwnc.com/long-term-rentals,"81 Carroll Avenue, Asheville, NC 28801",,,,,,,2024-10-24 16:16:38,,,,,"$2,500",Available NOW,Data processed successfully
https://www.blackbearwnc.com/long-term-rentals,"13 Harbeck Dr., Weaverville, NC 28787",,,,,,,2024-10-24 16:16:38,,,,,"$3,200",Available NOW,Data processed successfully
https://www.blackbearwnc.com/long-term-rentals,"123 Application Avenue, Asheville, NC 28801",,,,,,,2024-10-24 16:16:38,,,,,,Available NOW,Data processed successfully
https://www.azaleamanagement.com/search-listings/,,,,,,,,2024-10-24 16:16:25,,,,,,,Room details retrieval failed
https://www.pattonallenpm.com/for-rent/,"187 Swannanoa Ave Asheville, NC 28806",,,,,,,2024-10-24 16:16:06,,,,,"$2,500",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"731 Macedonia Rd Asheville, NC 28804-9650",,,,,,,2024-10-24 16:16:06,,,,,"$1,350",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"33 Starnes Ave Apt 3 Asheville, NC 28801",,,,,,,2024-10-24 16:16:06,,,,,"$1,325",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"7 Night Owl Haven Fletcher, NC 28732",,,,,,,2024-10-24 16:16:06,,,,,"$1,500",12/12/2024,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"114.5 Clingman Ave Asheville, NC 28801",,,,,,,2024-10-24 16:16:06,,,,,"$2,100",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"11 Jeff Dr Asheville, NC 28806-8858",,,,,,,2024-10-24 16:16:06,,,,,"$1,450",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"64 Mildred Ave Unit 1/2 Asheville, NC 28806",,,,,,,2024-10-24 16:16:06,,,,,"$1,200",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"61 Haywood Rd Asheville, NC 28806",,,,,,,2024-10-24 16:16:06,,,,,"$3,200",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"205 Laurel Ridge Road Asheville, NC 28805",,,,,,,2024-10-24 16:16:06,,,,,"$3,200",11/1/2024,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"61 Sevier St Asheville, NC 28804",,,,,,,2024-10-24 16:16:06,,,,,"$1,850",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"77 Conestee St Asheville, NC 28801-1241",,,,,,,2024-10-24 16:16:06,,,,,"$1,850",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"55 S Market Street 414 Asheville, NC 28801",,,,,,,2024-10-24 16:16:06,,,,,"$2,800",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"17 Cole St Asheville, NC 28803",,,,,,,2024-10-24 16:16:06,,,,,"$1,425",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"142.5 Beaverdam Rd Asheville, NC 28804",,,,,,,2024-10-24 16:16:06,,,,,"$1,995",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"20 Rocking Porch Rd Asheville, NC 28805",,,,,,,2024-10-24 16:16:06,,,,,"$1,375",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"43 Ravenscroft Drive # 1 Asheville, NC 28801",,,,,,,2024-10-24 16:16:06,,,,,"$1,175",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"37 Skyview Pl #3 Asheville, NC 28804",,,,,,,2024-10-24 16:16:06,,,,,"$1,250",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"105 Edwin Pl Apt 5 Asheville, NC 28801-1494",,,,,,,2024-10-24 16:16:06,,,,,"$2,400",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"432 Riverview Dr Asheville, NC 28806",,,,,,,2024-10-24 16:16:06,,,,,"$2,200",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"15 Pinedale Rd Candler, NC 28715",,,,,,,2024-10-24 16:16:06,,,,,"$1,395",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"37 Skyview Pl #6 Asheville, NC 28804",,,,,,,2024-10-24 16:16:06,,,,,"$1,650",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"116 East Chestnut Street Apt 32 Asheville, NC 28801",,,,,,,2024-10-24 16:16:06,,,,,"$1,350",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"1010 Hendersonville Rd Apt 8 Asheville, NC 28803",,,,,,,2024-10-24 16:16:06,,,,,$960,Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"145 Citadel Drive Apt 149G Cullowhee, NC 28723",,,,,,,2024-10-24 16:16:06,,,,,"$1,100",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"93 Citadel Drive Apt 103 Cullowhee, NC 28723",,,,,,,2024-10-24 16:16:06,,,,,"$1,770",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"24 Union St Unit 1 Asheville, NC 28804",,,,,,,2024-10-24 16:16:06,,,,,"$2,750",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"567 Caribou Rd Asheville, NC 28803",,,,,,,2024-10-24 16:16:06,,,,,"$1,600",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"40 Little Martha Ln Waynesville, NC 28786",,,,,,,2024-10-24 16:16:06,,,,,"$1,450",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"1010 Hendersonville Rd Apt 4 Asheville, NC 28803",,,,,,,2024-10-24 16:16:06,,,,,"$1,450",Now,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"643 Clearview Drive, Hendersonville, NC 28792",,,,,,,2024-10-24 16:16:02,,,,,"$1,495/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"3 Dadoo Drive, Asheville, NC 28806",,,,,,,2024-10-24 16:16:02,,,,,"$1,995/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"413 Pocono Court, Arden, NC 28704",,,,,,,2024-10-24 16:16:02,,,,,"$1,695/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"33 Madeline Avenue, Asheville, NC 28806",,,,,,,2024-10-24 16:16:02,,,,,"$2,295/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"165 Wiltshire Circle, Fletcher, NC 28732",,,,,,,2024-10-24 16:16:02,,,,,"$2,195/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"71 East Street, Asheville, NC 28803",,,,,,,2024-10-24 16:16:02,,,,,"$2,195/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"7 Shadowbrook Lane B, Weaverville, NC 28787",,,,,,,2024-10-24 16:16:02,,,,,"$1,350/mo.",10-25-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"2670 Seminole Drive, Hendersonville, NC 28791",,,,,,,2024-10-24 16:16:02,,,,,"$2,595/mo.",12-01-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"30 Cedar Street, Asheville, NC 28803",,,,,,,2024-10-24 16:16:02,,,,,"$2,395/mo.",11-15-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"6 Chambers Garden Dr, Arden, NC 28704",,,,,,,2024-10-24 16:16:02,,,,,"$2,495/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"234 Wash Creek Drive #A, Hendersonville, NC 28739",,,,,,,2024-10-24 16:16:02,,,,,"$1,895/mo.",11-01-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"125 S. Sunberry Trail, Fletcher, NC 28732",,,,,,,2024-10-24 16:16:02,,,,,"$2,495/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"705 N. Wild Oaks Lane, Hendersonville, NC 28791",,,,,,,2024-10-24 16:16:02,,,,,"$2,195/mo.",11-01-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"9 White Ave, Asheville, NC 28803",,,,,,,2024-10-24 16:16:02,,,,,"$2,195/mo.",Immediately,Data processed successfully
https://www.baldwinrealestateinc.com/,,,,,,,,2024-10-24 16:15:24,,,,,,,Room link retrieval failed
https://ashevillepropertymanagementinc.com/,,,,,,,,2024-10-24 16:15:19,,,,,,,Room link retrieval failed
